x,ytrain,yans
1135,71255.7,71839.9
19026,67985.7,65036.6
5842,81492.9,80738.1
19080,105757,105155
18616,30466.1,31799.9
4961,15240.3,15307.1
28717,57683.8,60823.9
15907,107205,109309
5920,23411.1,24358.6
13245,37947,37822.3
22166,33256.6,34201.6
30121,46916.2,47157.8
27782,130233,132098
2782,-3350.54,-3012.73
27006,125040,122473
6491,81005.7,83896
31870,61229.2,56637.4
14615,21290.5,18145.8
22195,31836.1,32430.9
13143,24659.5,26347.2
11763,17956.6,13804.1
14771,105764,102512
23592,41211.6,41685.3
14935,33044.5,34636.5
19217,77191.8,71030.1
25412,37950,38572.2
5881,51721.9,55047.1
13467,52989.4,51819.5
26721,125996,123468
16952,110679,113520
17322,112663,115353
1828,80581,74266.9
18230,24913.9,24633.5
429,61232.5,62700.8
21424,40528.3,41711.7
17699,112975,114759
14153,76754.4,80213.2
22151,35373.6,39573.5
31794,111788,111082
5041,74526.1,74790.4
15264,65472.4,57828.7
8383,77419.1,74793.3
8720,91084.7,89000.4
30144,54693.8,55726.4
30388,82196.4,81729.1
14077,110929,108587
18213,25581.4,25438.7
5202,17855.9,20886.4
8658,90997.8,92181.6
4202,-3855.77,-5408.97
23753,108503,109359
22249,53716.3,57847.2
5058,83314.3,82795.5
16575,106813,107772
8090,19823.9,22947.6
24638,65059,64277.6
6823,70616.8,68101.9
31395,135515,133949
24701,35553.7,36262.6
17205,50459.4,45679.5
11558,105178,103432
3123,-9638.51,-8805.83
24287,54319.5,57214.3
1041,31314.7,30442.4
14026,90244.4,86459.2
2530,69968.7,70968.6
6209,78142.2,78062.2
14820,108845,108955
935,-20098.7,-20761.5
7043,7198.32,3947.93
12531,39417.9,40656.8
25674,100639,100788
3902,26024.3,27517.8
8100,12267.1,16783.9
23071,125902,124591
18775,111991,117458
15009,24716.7,22233.8
6430,42943.7,41276.8
22794,92385.9,95747
28622,56184.9,55309.9
11736,12816.7,12049.6
6890,93852.8,92685.2
5015,57421.7,57228.7
2452,18165,14585.4
26754,102139,102643
9782,103069,97821.9
17933,50052,52875.3
25188,114873,108572
17855,22172.7,24453.7
11960,94380.6,96260.2
17945,57417.7,62210.5
9923,8046.12,10859.8
30542,85079.5,81974.5
14659,22937,25450.7
30487,47557.2,49344.2
5943,10736.3,9567.84
15347,17471.2,18926.9
18584,21346.8,25129.6
21389,64462.3,65412.7
31668,118119,119497
21788,42491.7,40331.5
3198,36414.7,37962.2
12280,105790,105143
27479,96241.7,100044
32707,88349.1,89510.1
1813,74650.9,69178.4
6860,89077.7,88441.6
15447,71690.7,75069.5
29846,95979.8,100085
7271,91410.2,89146.1
32182,87364.2,89464.2
12344,88205.5,82982.6
13142,23928.9,26891.6
16448,25504.9,24736.5
25636,128245,123836
12353,75227,76494
7549,80159.3,74105.8
13888,19141.6,17997.9
2823,26551.8,24518.4
11825,47315.7,49961.4
9251,9454.19,10632.9
6190,86096,86675.1
7639,88517.9,86836.6
32046,128076,130894
3362,47955.7,46543.1
5775,84775.9,83675
17624,94715.5,92115.7
14078,111381,108695
4985,31664.9,33244
10103,97717.4,97198.4
26781,81951.6,81238.3
377,57647.7,60634.9
26350,127685,127341
6048,22172.2,23252.2
20170,107671,112361
18494,72963.5,72106.6
20216,118967,119977
12729,63213,64768.4
29726,51058.3,47232.7
16038,23673.4,25308.3
29915,138317,136998
28672,42876.4,43286.2
18352,95505.5,98914.2
15862,107311,108909
6421,36711.2,34080.9
27667,77330.1,81131.5
11128,67887.5,66927
21465,34397.5,30416.3
14329,41645.8,42890.4
259,-23106.5,-20460.9
24082,87662.6,87052.4
5389,68172.6,68372.8
24986,72763,74148
21419,40138.9,44485.7
12735,62354.8,59937
2140,50021.7,50958.7
18666,60472.2,64364.6
13632,59830.7,59363
13485,40870.5,38320.6
15822,92286.9,87210.7
20003,29344.6,31130.6
5161,56736.8,53017.2
11896,96084.4,98691.9
26141,39681.8,38753.5
2150,57510.7,57998
28432,116749,116763
5872,62075.3,61918.3
32361,100007,100238
4770,74405.7,73422.7
32313,69261,64308.7
27165,64503.9,63566.2
25645,120759,119629
8120,5402.48,7600.96
1810,68542.6,67825
32128,126904,128913
25970,133715,130852
6621,40453.4,40977.6
3596,73543.7,67326.2
15004,13047,20742.4
8514,5808.03,4778.43
20799,51223.5,48309.6
23210,48927.5,53296.8
25269,123849,125813
19552,91737.1,91374.7
32235,59111.9,55063.5
471,42876.6,39698.3
16344,54382,59946.3
11830,53210.9,53980.2
6382,4078.93,8179.05
27261,52139.8,49402.7
26395,98864.1,101271
27151,76068.3,73939.9
20666,63445.8,66470
83,50270.6,49936.7
28710,55364.2,56574.8
26758,102957,99591.6
7372,13366.6,19861.9
2295,29698.3,32041.3
17906,37836.7,35210.7
30014,92941.7,92340.9
13452,62263.1,63848.8
20284,91389.6,83456.9
29905,138036,134890
25812,45963.7,43123.1
28021,71213.7,76969.4
6341,758.406,-1147.97
6575,75325,75487.9
22290,90349.5,90228.6
17525,25306.3,25916.1
6611,49800.5,49027.9
22167,31682.2,33946.7
26982,106916,107455
5783,87132.8,86531.3
23387,106550,104740
28793,118270,118012
28050,96005.6,100223
19679,30243.1,28534.2
18268,36541.8,36976.3
31274,91100.5,92800
30884,72786.3,69098.3
32629,50642.6,49609.2
20335,46642.3,44919.9
12460,15756.3,13193.6
24105,103368,104616
21511,41964.4,44646.5
24992,70964.4,69451.8
27824,112789,111723
27550,51913.4,49429.5
7016,11890.8,16443.3
8060,45527.2,45416
19801,108838,107057
30759,70286,73919.5
29309,79025.4,79144.6
2923,80780.4,80843.6
67,47979.8,55627.1
7300,75095.5,74149
27225,36486.9,40493.9
8256,63273.5,66534.9
19140,118319,117264
10048,66988.7,64531.2
31655,111427,110086
1807,68134.3,66367.5
14449,107107,109677
8491,5888.78,5530
18760,115304,117957
24382,43387.8,44921.9
4836,30314.5,24244.8
30219,110405,110712
30270,141972,136713
19679,30562,28534.2
1725,3182.6,6281.63
5519,52861.6,55602.3
4809,47700.5,45615.5
16701,62537.6,63042.8
6631,34484.2,33074.4
8324,95096.4,96427.1
25807,37177.4,41438.3
12725,68184.7,67963.1
22301,94720.8,98569.1
30283,140259,138287
3969,79947.2,75651.3
12488,17095.1,16759
21164,52551.6,52342.9
13963,36629.7,37906.9
24124,112994,116454
7534,62492,63241.8
27770,135759,133925
2851,48898.7,47032.8
13997,65585.8,64149.9
23724,86769.6,88025.7
29511,113460,117923
20067,36908,39773.2
30265,134202,135489
20840,73150.8,79660.9
3379,36137.8,32945.5
24955,106643,98785.7
16028,25280.3,29569.7
1661,-14874.7,-17093.8
2432,2104.69,1006.09
18227,23709.8,24479.9
30160,64733.6,65185.6
16139,54229.7,54018.2
32666,65636.1,60920.5
22237,50801.5,49610.3
32048,132866,131893
24848,112822,119753
24404,60674.7,58101.5
7048,-1236.28,2611.14
25565,123212,119485
28221,86376.4,83683.4
22133,49786.1,49430.2
13175,12644.4,15213.4
6241,56067.3,56024.4
32514,111707,112262
12147,21744,24257.1
17362,108743,106164
23954,41239.8,41464.6
29676,77284.8,74361.4
3454,-8668.48,-9051.34
21658,124963,122259
1721,2229.19,3518.9
20784,36141.7,39507.8
10688,11916.9,12880.2
10466,98929.6,98861
16116,38735,37583.9
30856,55966.3,53199.2
30180,76001.3,79804.3
26429,75304,74268.9
24537,127560,127534
13629,60579.6,56938.2
18389,113516,115642
9843,61369,63280.6
7004,22707.3,24348.5
20101,67011.4,63061.7
29384,42102.8,44142.4
12920,62147.5,64357.5
31987,89351.5,88331.9
5136,70501.4,70896.9
29052,54268.1,48628
7582,92405.7,90932.2
1528,60930.9,62342.5
6366,1234.56,1883.26
1472,74643.4,73306
29193,142106,135484
26958,88208.7,88800.7
4179,-7431.49,-7252.54
28983,50964.7,55369.9
5987,-2039.53,-2187.36
10823,101574,98801.7
397,67162.8,65864.7
11096,37823.3,41345.6
16594,112390,113166
8901,13646,13975.2
17653,107566,109005
14520,83030.7,75587.9
30503,62149.5,55818.9
13472,55637.2,47915.8
20,49316.5,50719.8
1932,31715.9,32864.6
4953,13773.8,10189
10824,98816.2,99100.4
5033,70321.1,69962.4
30057,61038.1,60594.2
15665,24810.2,30369
2732,-11438.9,-11348.5
12280,99876.5,105143
25167,91163.9,92930.9
16966,118637,114728
25690,85771.6,88248
868,8355.62,13967.2
29926,140302,137715
22828,67361.1,68776
21479,33053.7,31817.2
14144,91053.4,86702.5
29703,52875.2,56574.2
9449,84615.4,86078.5
18833,87437.9,89291.8
12003,63125,68027.2
22910,37008.6,33177.3
3240,71498.3,68455.1
21027,64609.6,66333.7
15610,69294.1,69799.9
527,-3047.41,-3107.73
15282,50329.2,44075.1
26393,100494,102778
17187,36768.4,34378.1
7863,37948.3,39335.1
23961,33956.1,38863.8
2565,79363.7,79489.6
28599,70055.1,70315.4
19251,40219.3,45471.4
27318,88946.5,89413.7
12081,12845.9,16222.6
3558,41739,39219.7
28103,132082,131288
6358,1586.35,-28.1384
15238,73988.3,78575.3
7178,62537,65364.4
17464,34941.1,34375.1
17457,37633.1,38327.8
6572,79484.1,77297
7221,83530.9,89701.9
16922,102750,102199
25756,48073.3,43790
10867,99938.5,98899.9
21260,118935,118385
9298,38229.1,38843.3
25343,79079.4,77159.9
5234,3794.1,2294.79
26841,43468.3,43847.5
24019,41641,42877.8
25352,68839.7,70076
14062,106030,105323
8411,49968.9,53536.4
16811,21286.3,26443.8
21793,38523.2,38050.4
17405,78903,77284.6
6881,89736.8,92725.3
3651,81279.6,83197.3
25760,44388.5,42328.2
17898,30405.8,31305.1
21271,120807,121370
15842,102658,100104
5694,23644.2,26710.2
5084,87337.4,87915.5
21535,61609.8,61030.5
16500,58078.7,55498.8
10955,44961.6,40278.1
31155,54730.5,53287.9
20323,49692,52929.9
650,7745.01,3041.87
6688,-1461.61,1680.07
5939,13766.7,11803.9
4010,83702.9,84458.4
26017,112000,113302
14932,32822.8,36529.3
14948,28184.5,27439.9
31210,53192,51507.1
3495,-9482.3,-3553.35
26419,80473.7,82230.2
14648,24427.9,21190.4
4189,-6425.99,-7361.96
10171,88760.3,86577.8
15851,105892,104648
3695,65753.1,67045.9
11223,98999.6,100785
3637,86483.8,82952.8
16649,101170,101120
15800,74733.3,70167.8
24407,56297.3,60218.2
28134,131628,134147
30884,65538.6,69098.3
17177,29972.2,29498
14812,110377,110172
20641,88677,86477.6
25304,106541,107409
4496,9378.65,9421.57
23162,94694,90217
12537,35643.2,45197.8
18551,28213.7,32985
25851,65906.7,65629.8
2732,-8638,-11348.5
31565,48154.8,50545.3
18938,25725.8,26129.9
27445,128215,122711
21228,102436,101565
8194,20434.8,19375.7
14526,68347.4,70855.4
2178,78552.8,72830.1
15745,27887.5,30522.7
6928,80217.2,80511
4205,-3936.13,-4629.7
15149,109506,109393
15257,64658,63447
5312,10434.5,10635.1
9401,94804.9,98859.8
25199,116162,115544
24727,38650.5,39567.5
32692,70761.9,77828.6
22353,125459,123678
27795,132935,127937
26542,41113.6,48656.8
22567,31209.5,35764.5
27149,74659.6,75499
12376,59444.4,58374.3
14255,15315,17421.2
26742,106939,111254
16748,29659.2,30966.8
30103,43487.8,45362.5
22815,78112.9,79177.4
14047,96404.2,99152.2
11073,25200,25374.7
28965,66765.4,66608.2
4749,85055.9,82926.1
137,10701.4,13681
32169,99975.9,99934.4
14331,46523.8,44360.3
7970,94895.7,95398.4
26053,82008.5,86451.7
8768,54455.7,56801.9
28052,102096,101782
13178,8835.44,14860.9
11156,89318.9,86966.4
24981,79241.2,78137.6
12695,87849,89640.2
17586,61264.2,62327.2
13929,27728.1,20061.2
731,62698.6,61740.2
4278,43609.7,41571.3
17859,25398.4,24010.9
8752,64122.7,69223.3
5089,85175.4,87824.4
31958,70845.2,66846.1
20238,116631,113394
7054,-980.793,1452.92
27972,37928.9,46809.8
4208,529.312,-3731.07
25656,107847,113313
24171,132079,127652
18147,64063.6,61010.2
8503,6040.17,4210.11
19511,117031,114841
32174,94423.8,95907.4
28819,129147,131178
26107,46496.8,48408.4
12205,63426.6,66864.5
22599,56177.8,51547.9
788,68909.3,66438.5
13261,45124.9,49814.7
29045,48664.2,46360.7
24435,78589.3,82022.4
7492,29687.7,29942.8
5732,63368.9,56971.7
30076,53669.9,51101.9
4667,70613.8,64900.6
403,69877.5,66362.5
18367,102068,107571
18899,40685.6,39863.5
21054,50481.3,46853.4
10167,87519.1,88815.6
19212,75983.6,75063.4
26114,50656.2,45215.2
30129,47634.6,49381.7
5793,87271.6,88920.9
11977,87340.9,86866.9
29854,111887,106343
15012,24220.3,23284.1
6831,74776.4,73605.5
14889,72682.5,69176.7
23326,54612.6,57608.8
32647,55040.8,52898.4
11299,51048.2,53645.9
2489,44591.7,44053.6
29674,76333.1,75878.1
25836,52939.9,55289.8
6612,49219.6,48223.2
24387,48573,47501.8
11957,92033.5,97592.8
15503,107743,108513
19491,120677,119239
10482,100433,101358
2829,25241,29332
27027,128987,130569
13361,107812,107462
952,-20393.5,-21000.8
8496,7498,4735.84
5646,262.856,-78.9252
15183,113492,108989
15597,76364,80055.5
11554,105100,102917
25032,40853.8,44203.5
18102,97854.2,95798.7
5945,7864.24,8512.09
20476,73120.2,75767.7
28224,78651.6,81283.1
9081,91494,89380.2
22195,35017.9,32430.9
31623,84541.3,84548.7
27632,59023.2,55918.4
28343,44383.8,52208.3
22602,57548.5,53552.5
15369,26562.5,22947.6
3282,81315.9,82114
19989,33177.2,36581.6
14437,110102,109314
21599,102886,109187
35,52233,56119.6
3179,20855.8,22695.5
19654,26257.1,27964.3
24652,57396.9,54519.7
23399,104954,112396
28350,58419.8,55968.9
30132,52914.6,50430.9
28945,80721.6,81698.7
5293,1486.93,1268.76
21871,46923.9,45294.1
2649,35013.3,38325.6
22590,44567.5,46002.7
29204,137037,136509
32177,91932.2,93486.3
25705,73270.9,76187.9
5319,13003.4,15021
4750,86098.5,82593.7
30528,67113.6,71337.8
20228,120553,117167
5722,51834.8,49042.7
29668,77472.8,80531
8785,36919.1,43147.6
23774,122090,120588
19184,93678.1,96453
6651,19895.8,18661.4
18884,48762.4,49560.6
27037,133420,132404
10915,68118.6,71889.4
15189,109638,107263
11681,33811.5,37388.8
19074,94170.9,101539
13759,102302,100470
5850,80886.8,76518.7
4546,-11034.5,-6357.32
29260,117996,116853
6427,40748.6,38858.3
22233,51415,47125.5
9421,95251.4,97224.2
3161,15065.1,9490.53
27818,121336,115734
9546,22824.2,16953
21350,91764.8,96137.5
21263,121946,119358
16461,32226.8,29927.6
21846,35765.9,34178.7
23458,125332,125466
9594,9657.63,7305.12
27371,125902,125499
17945,58647.5,62210.5
13502,24711.5,27633.9
8246,60685.8,58745.9
20420,33212,36897.8
25254,136898,129222
7953,91357.5,94520.1
15760,40109.9,39470.9
3586,58408.9,60757.1
25419,40959.1,37650
28735,74004.6,73534.2
16616,112627,113210
20113,71192.1,72677.3
13335,102864,101312
28592,72255.1,75603.6
29018,43570.6,43868.4
9265,15585.7,16816.8
9370,89376.4,90519.6
22336,119461,118849
26525,44104.5,42092.2
12746,53039.7,51117.7
17644,102093,104662
19512,111475,114482
29482,95806.3,96282.6
2815,21106.2,18273.2
5105,87657.9,85189.4
25726,67490.8,60403.2
23201,57974.5,59546.8
773,73471,69552.6
25306,106463,106011
3080,-7967.28,-6888.09
31593,59873.9,63127.3
23990,32656.8,35082.6
4591,9711.44,7922.14
24214,113024,112046
3223,54183.9,57382.1
5857,74839.6,72300.4
2700,-882.769,912.809
18849,76604.2,76806.2
2322,13038.5,11116.6
13285,70147.1,69122.1
6762,23575.2,20948.7
2702,-2458.83,-203.05
1268,-6844.68,-10000.9
21374,78760.2,77405.4
5152,62873.1,59887
23848,117252,114893
29235,128807,130362
28638,52967.2,47937.3
22762,123194,116091
28237,68312.3,71194.4
6272,28427.6,31347.9
1792,54072.4,57666.9
12200,62760.4,62845.7
26343,128131,129402
17519,28488.3,24486.8
7481,19132.8,22108.7
3370,37038.6,40185.6
8991,84339.9,78915.3
29145,113729,113242
19984,42941.1,39089.3
12714,75854.3,76500.1
27085,124463,122099
30079,50178.1,49986.4
24399,57316,54721.7
16282,103496,104084
14386,92353.4,87187.2
27119,100178,99432
2650,32235.6,37524.4
12193,56933,57174.7
30185,81185.1,83759.4
25516,80879.5,84708.8
28608,66898.5,63939.7
17888,23017.8,27494.3
9499,45230.1,49626.6
12425,26797.7,23786.4
26896,50742.2,46549.8
27769,135294,133987
25331,85942.9,86821.2
9814,83088,83981.8
11502,84338,78352.7
5970,-3750.73,-682.659
19537,107141,101770
17598,67117.7,72024.6
31077,104693,107614
5398,70981.7,74089.4
6851,84409.3,84837.4
11888,93407.7,95153.4
14463,105896,107551
29053,45887,49003.1
3505,1055.54,1114.13
15741,27036,28523.6
21267,122847,120471
19662,31157.2,27190.7
29655,89579.8,90933.8
14081,106490,108933
9695,67976.5,69154.9
19618,49491.6,41784.7
26872,33700.2,40237.1
25094,41172,42640.8
19670,24313.8,27317.9
2538,74698.2,74330.6
7121,18777.9,21198.9
1445,59255.9,63505.9
14523,65962.1,73234.8
8243,56614.4,56345.7
12365,70486.7,67206.8
4718,84973.2,86493.5
17135,22645.5,23082
16937,110104,109254
4599,8713.04,12899
31499,62749.7,61797.4
13192,18833.6,14889.3
30554,89646.3,91609.9
19124,118008,118805
31,57446.9,55057.1
28066,109796,112124
26429,71640.4,74268.9
12722,69922.9,70334.2
29556,137080,136533
13818,62648.7,59747.7
21875,45284.9,47704.9
1692,-11697.9,-12001
13910,23851.5,16193.3
18361,108055,104378
13132,34175,32874.1
19728,57981.5,52548.5
30522,67594.7,67127.4
11149,83584.5,82462.2
27277,59551.6,58389.3
31826,79903.2,85685.4
29348,52571.6,53409.4
1278,-16205.1,-14223
17777,68651.8,68327.9
22338,118601,119612
15175,115560,110537
18944,32349.6,25802.4
6125,75039.9,79998.7
139,12967.5,12122.5
19821,113592,116094
6340,-4042.78,-1087.16
3640,83453.3,83237.6
7966,92365.2,95557.8
29081,69968.7,64051.4
8148,3042.41,3390.05
17547,33374.6,35065.2
9951,4522.77,7801.88
12907,55050.4,53842.2
19551,93009.1,92114.6
3110,-13193.7,-10944.6
6557,78900.4,84952.2
27077,129605,125885
13009,106953,106734
403,65919.7,66362.5
21576,95563.9,93561.1
10540,84232.3,81791.5
26023,108159,109339
22574,41917.3,38212.4
15454,82220.6,80535.7
369,59110.6,57103.6
11906,105734,101999
32485,128948,131105
24999,64612.7,64164
28048,104633,98650.3
23930,56584.3,54565.5
573,-21850.1,-23418.9
26658,128216,127156
25816,49209.9,44697.9
8884,5297.02,7609.93
20373,25981.8,29446.6
20031,31021.2,28060
22604,56648.1,54927.8
9783,89943.4,97581
15791,63890.5,62878.7
25422,37819.4,37464.6
8010,83084.3,82100.5
20987,101466,97651.4
32364,102135,102648
568,-24694,-22455.4
5994,-341.069,-1626.09
579,-25189,-24119.5
24023,38994.4,44785.8
25709,72508,73030.9
31657,109844,111599
4141,6015.75,5379.35
29285,100536,98362.5
8477,5389.25,9544.62
14023,84281.1,84341.5
27272,55737.2,55307
8828,16653.2,14286
11435,25829.8,27382.5
13549,9095.47,15392.3
12517,34476.5,30945.9
9009,88441.4,89209.9
27743,130662,130679
30867,59390.5,58500.5
1265,-8945.05,-8508.18
21590,101243,103560
12891,40470.5,41409.9
30369,90845.9,96966
1538,59358.6,56392.1
7604,92242.6,94664.3
13776,93431.9,91250.1
32212,71075.9,67271.2
10991,17737.9,17787.5
12693,85903,90856.8
23409,117255,117714
11620,81957.6,84152.1
28197,102636,102807
22662,100062,99936.5
25128,60528.7,62190.5
16100,31241.6,28756.3
32759,131538,128237
10842,104072,102155
18440,116614,109155
10089,91335.6,91690.5
29494,107214,105742
22642,89471.9,84509.8
31620,82402.6,82184.7
21486,36815.7,33530.8
6146,92058.3,88372.7
27964,45234.4,44270.7
11486,64935,66121.9
1271,-10378,-11392.2
30943,113076,114819
9466,72623.7,75249.6
21474,33820.2,31002.5
3445,-8603.94,-7139.09
11788,24950.6,24038.2
17349,115224,111464
15827,90278.8,90739.2
30954,121260,122245
31504,60232.3,59022.4
3281,84671,82061.1
14246,22808.7,19224
23757,111851,111844
27285,65395.6,63762.4
16114,37272.5,36341
10350,22322.8,22017.4
22832,64892.8,65658.7
23673,50175,49679.5
14943,29157.4,30001.6
12312,100829,100337
3232,61786,63547.2
14883,75529.2,73955.6
13239,39480.9,33742
7768,6474.98,4421.42
32589,54671.6,58284.9
17683,120392,116076
6209,81471.3,78062.2
21987,118754,121768
18795,114086,111992
13245,35783.1,37822.3
1912,50514,48453.4
28639,50393.2,47578
30935,102487,108899
4248,13628,18013.5
1479,73944.3,74277.4
13207,20908.9,17948.8
31230,57314.2,60769.7
3954,66163.7,67275.2
19601,56183.7,53043.8
13940,28041.1,24457.5
2043,-12003.6,-13128.4
19718,50353.2,45680
23412,112712,119093
14377,79027.4,80661.2
26623,105217,107559
11472,52570.9,54824.1
11983,83112.2,82906.4
3885,12993.6,14716.3
29686,66137.6,67117.5
18720,102604,104484
16257,109546,112353
14702,55675.1,53529.8
14439,105162,109516
10606,32513.6,31490.6
12276,104285,104740
25924,122077,119579
10652,12728.5,10305.5
13037,96491.8,99864.5
19035,68984.7,72302.6
1699,-5856.93,-9094.6
13316,95400.3,91541.9
1890,60028.4,63011.8
13367,107629,107559
19606,47459.6,49500.1
11221,99531.3,101253
17975,83948.5,86163.9
31520,49844.8,52022.3
2792,4313.82,2430.57
24565,116151,117755
25547,108856,108511
24258,77507.2,79295.9
27684,88022,94859.1
21531,56775.3,58024.4
2829,26482.5,29332
31782,120233,119694
32705,87314,87909.3
26162,37287.5,40700
15689,22424.4,21368.7
15923,105401,102891
30870,65624.4,60175.3
25342,78515.1,77960.1
9282,25742.6,27116.1
14196,51931.5,46333.5
12180,48082.8,46770.6
19969,47345.8,48122.7
19072,97489.8,100261
18715,101605,101494
16051,17775.2,21658.7
24736,41896.6,42827.3
11755,10030.5,12223.2
15174,111119,110668
18477,83550.3,85585.9
1154,68499,66852.2
24729,43255.6,40202.9
10882,97365.4,92976.2
15851,105650,104648
19769,88329.6,84873
11237,96858,96042.2
28301,40480,42429.9
15676,23700.9,25358.7
13604,35690.1,37863.9
27073,130703,127495
24161,133049,127775
21197,80914.4,77886.7
8595,52377.9,50740.9
2125,43289,39355.4
5485,78270.3,78232
15062,58559.9,54247.8
29229,131643,132553
27560,48618.1,45406.9
7718,33671.4,30507.8
29073,63546.8,58943.8
8079,29504.4,30652.5
8709,97394.5,93348.4
9662,43671.8,42805.5
10224,43453.4,47256.9
11574,106757,103242
7682,57246.1,58950
7475,19507.9,18219.9
28815,129815,129653
29343,53209.5,55972.9
27446,122208,122188
27532,57108,59471.6
14568,35196.8,38451
32684,69951.2,72055.4
4361,82173.2,85634.1
5472,85885.1,83986
25286,114877,118483
8266,78005.4,73819.4
6089,56318.5,55612.6
32151,111459,113909
4604,17804,16285.4
17233,66726.9,67285.9
25594,127545,129528
9076,95858.3,91599.7
598,-22244.4,-23004.2
18604,23554.5,27683.7
23533,76344.7,82065.2
468,47834.5,41854.6
31184,50425.1,47131.8
31417,124388,122384
2964,73823.1,70697.8
29616,123875,120031
11014,10498.7,10766
14066,104441,106491
14996,19047,19053.5
16873,62797.8,66595.3
7148,39127.7,41533.5
2510,56483.7,59507.8
10396,53567.5,55696.4
15941,89871.8,92323.4
25791,40511.4,38291.4
16866,55520.1,60949.8
25589,130585,128575
4020,83838.3,83088.1
23355,80234,80126
15948,85825.1,87462.1
28251,63986.9,61338.6
5081,88392,87800.9
32271,47642.4,49164.5
31825,83773.9,86479
9228,7077,5953.62
31173,47411.8,48120.2
13454,66323,62236.4
10309,9823.22,8466.76
6430,46908.6,41276.8
31238,62498.9,65661.8
13991,57005.7,59287.9
13739,106143,106974
24853,118611,122052
20448,51188.2,53869.8
12567,77596.2,69215.7
17054,68945.8,69374.8
29877,119964,122303
22490,50608.3,52018.3
31197,45656,48157.6
19056,86496.5,88949
10773,70477.2,70044
30589,119181,118391
26862,41886.4,39938.9
27536,58052.7,56964.5
29429,61055,57213.1
12888,39430.8,39213.9
10539,81120.7,82447.7
17585,60573.4,61527.6
21841,30073.9,32887.2
4167,-5236.35,-5276.24
5520,62031.9,54825.8
11560,103791,103606
21047,50673.8,51447.4
14581,30633.1,30380.9
30382,88100.7,86496.1
19606,49393.5,49500.1
11989,79667.7,78676.9
26784,76310.6,78838
13403,99976.5,97839
21960,108200,110413
21462,33804.6,30474.6
8732,83791.5,82673.2
20392,30114.4,28812.9
26843,44339.3,43218.8
14063,105945,105635
16923,103662,102748
14611,17781.4,18810.4
24740,42877.9,44595.6
692,28000.4,36542.5
22443,91961.9,88150
22270,74496.5,74160
3919,43019.2,41230.4
28849,129580,135808
26112,46720.9,46069.1
20576,120449,120635
11845,67177,66098.2
2486,41467.7,41672.8
29556,133322,136533
28603,67725.6,67414.8
1364,-5239.04,3691.81
16498,48924.7,53940.1
2508,53991.5,58158.7
12878,30832.8,32342.9
3338,62648,63923.1
6723,3541.75,2013.95
3005,43991.4,42883.2
22411,107873,110648
4193,-9516.49,-7011.24
23117,117816,119011
943,-24128,-21381
1227,16645.7,17131.2
4514,760.77,157.075
25290,116471,116284
20416,33019,35129
20801,45248.4,49638.2
30339,120356,119310
16544,91408.3,90044.6
20236,115464,114247
20012,34311.2,28960
16274,108297,107589
5433,85330,87913.1
29740,44525.3,44906.5
24401,64749.9,56050.2
20183,118293,117392
21135,36414.5,36026.6
24828,108085,107947
30633,131536,137882
437,60700.3,59760.2
32134,119062,125434
28577,87389.7,87510.1
3671,82025.6,78828.7
8722,92114.4,88054.4
27263,49983.4,50379.5
19659,22550.4,27375.7
24540,131481,126973
29368,48062.3,46134.8
10282,19113.2,11978.1
1848,79261.5,76323.3
20366,29306.1,30946.2
23290,38177.4,38014.3
3227,55979.5,60197.6
14458,109914,108621
32071,136837,139888
30106,43584.4,45346.1
6305,7796.34,9485.37
11001,12562.8,13892.9
25434,36500.7,37991.5
1770,45897.4,41665.7
9555,12051.1,12854.7
8507,10049.6,4219.57
4299,56619.3,58060.5
7730,19408.4,22064.1
4075,51277.5,54353.1
8803,28795.3,29481.2
21439,36680.7,35061
26194,52572.1,54666.6
22488,52987,53355.8
28664,44378,42935.1
26673,133542,131221
27048,133873,132811
25358,66978.3,65528.2
2280,42579,43971.8
32487,128782,130047
19764,84232.8,80902.2
23713,78552.2,79139.7
24013,36175.7,40369.4
12452,15496.5,14188.4
18170,42674.7,44107.8
24978,78983.1,80551.1
6766,24274.1,23731.6
12704,81836.8,83739.2
21416,46812.3,46269.2
28649,50822,44699.2
10377,43882.7,40525.1
22837,63069.1,61856.6
28537,118414,117589
19459,113949,114742
20432,40908.8,43275
20955,115655,115969
22105,68377.5,69864.1
20526,109878,111065
5937,9554.68,12981.4
1366,4797.96,5103.85
3914,34183.2,37172.7
23155,97382.2,95629.6
19290,31164.4,28018.6
6446,55516.2,54200.3
18182,40729.8,36818.4
19635,31768,33287.4
20093,62096.9,56898.5
3936,57581.9,54660.3
15846,98118.6,102234
21238,106683,107949
5456,83205,88139.9
24403,59596.3,57410.1
19714,43097.5,43159.1
25599,133757,130134
30041,71201.1,71262
6925,77447.2,82110.8
18074,112628,111036
12324,93765.2,95086.2
10344,18478.3,18758.4
29863,112994,113027
13749,104292,104365
29276,100385,105387
10597,39586.9,37978.5
14334,42376.4,46607.8
16647,99724.1,102220
22426,104821,100951
20043,33407.1,30095.5
3244,71685.9,70675.3
13592,32774.4,30102.5
28761,91482.8,94271.1
17269,95193.4,94886
5175,43194.9,41846.8
31139,55862.6,61204
24696,38700.1,36711.9
19481,112282,119361
14471,101925,105145
30268,135897,136264
16713,54381.3,53589.6
27666,79944.6,80330
16030,28069.4,28622.8
