x1,x2,x3,x4,x5,ytrain,yans
25149,27791,29524,18632,14933,129069,131187
16993,15574,23453,17158,14080,111575,114862
15398,10857,17326,29730,13487,105530,99431.3
26939,25907,28647,12711,28097,92591.9,95305.6
151,20759,26945,21936,15308,16361.5,20991.1
26795,24612,27750,26826,25744,84032.1,81068
24861,5071,23264,8103,7440,110020,111436
13445,9799,13072,1845,31035,81323.9,81273.6
32253,11432,16768,22875,9168,5568.43,1842.37
3792,11617,14062,7865,32113,71672.9,73748.3
29870,5053,11116,15421,7902,90790.9,93663.5
8629,6957,25143,1655,12944,132658,128573
5349,26229,17097,19122,27765,71785.2,71265.5
27172,23005,23377,1098,25550,19867.1,22343.5
20137,26585,27954,4056,24453,86133.4,84195.9
6799,14446,19023,2275,3188,97896.6,98757.3
12296,13796,8250,17516,26983,115248,114341
21556,6979,12703,26144,29517,121912,118636
22376,9504,14095,5230,30074,105462,108677
3789,21927,12303,7586,374,-11821.4,-10762.7
10118,31521,16282,16961,24652,84709,87143.4
4503,8988,26444,13742,10789,34350.3,32509.3
23707,18837,6598,14152,31282,112356,115792
19991,28589,6534,31962,18998,53055.4,45841.7
28236,18167,29151,1885,9583,46367.7,45821
3076,16533,10726,22811,18799,17150.8,17919.9
71,32570,10018,21396,27248,89285.5,85376.1
30521,10996,22254,15661,19676,73805,72695.2
5048,26076,8691,8728,24732,106201,109569
5029,27773,4870,14185,16570,114311,113859
17929,1090,2394,31804,6340,65933.2,61689.9
12433,31278,7870,20355,14790,4564.07,4187.53
15740,588,15795,16614,24135,43814.2,42145.5
31660,17299,18826,9426,30947,114953,119312
673,27781,3765,26876,13905,103874,104931
7623,3377,20740,1285,2433,89621,86483.7
32193,12889,23866,19594,4337,1605.57,2611.9
9765,13055,3074,4979,21029,112700,110074
12716,12341,19824,6831,13776,89110.4,84108.2
18113,27676,13811,9067,20476,29772.3,30608.2
10637,1153,27742,31632,9933,73425.9,74675.2
21259,23327,6248,11310,26988,63656.8,63071.4
30129,15312,17373,2794,3284,24842.2,30954.2
25559,25274,19384,19321,6392,123784,125351
4967,24511,23160,21242,22431,106358,105531
18079,27781,9493,13258,30960,102550,104331
18017,30038,6350,31437,5965,91915.3,92396.6
17221,8231,30611,13764,16836,70797.2,73538.2
20026,19174,5225,18490,20198,64506.6,69174.6
6901,831,24305,24669,26623,132305,129770
4376,27325,24626,13591,8528,63971.5,67421.4
15327,11955,11812,2490,1064,45012.5,41166.8
23672,28459,19675,30818,22076,90065,88129.6
20689,17494,8427,748,24091,13377.6,6225.56
20392,7587,2046,22393,23317,48864,53386.1
24840,10244,26371,21218,9888,111133,114020
28545,27138,22213,10392,9211,81812.4,78958.8
29618,16794,22698,10577,27974,51624.5,49229.4
22871,8260,20815,30509,15170,30031.2,28980.2
27622,18816,28564,22626,1483,90942.7,90418.6
6979,16940,5683,973,29217,42709.5,44273.3
25901,26526,19587,7262,10139,63090.8,63939.8
29223,30636,31182,13512,4969,108876,104202
3536,19690,28954,23231,27428,72352,71846.3
8739,5134,19269,18863,16759,97801.6,98377.2
9085,31231,13995,24129,13342,38318.9,33485.7
23639,30510,31061,4941,23245,36849.4,34069.3
8201,10572,15882,31722,25840,105340,105643
15645,18757,15221,25308,27886,66293.5,63106.3
8025,25066,27054,3369,14038,36270,39866.1
28712,2325,30673,9859,29546,98048,98635.3
25777,8215,15011,21880,4985,2214.45,-697.65
1064,28536,32031,3674,29002,153184,151569
29958,21214,29216,20007,8217,68581.5,65602.1
32226,6298,24424,27785,27957,52188.5,53083
19705,14982,29885,306,8058,35237.7,37969.6
23261,622,26940,7237,3331,2997,4459.08
7341,2479,27028,9303,14120,27487,27642.3
32279,4375,11997,26281,2976,64214.4,59387
30872,6985,16095,6094,19931,86781.2,86975.4
1369,15713,30574,27080,7272,60493.5,58724.6
26096,10701,28363,22593,29692,20496.5,23897.2
21543,9852,28721,17770,4450,109257,109758
25211,18528,25237,27132,25758,126200,122918
18784,18323,2115,4687,22023,52053.8,48465.2
21177,31940,30511,21370,31841,74679.3,74782.5
9989,23296,30603,15338,5751,35481,38517.6
28353,20805,15873,30630,21786,39516.8,42369.5
16324,20511,25011,2555,19275,54170.6,49771.8
9555,6148,28033,5264,22594,61130.3,64154.7
5178,30233,20058,20076,27747,50746.7,50841
19943,30030,24753,26993,24425,73084,72816.3
14854,27923,25068,5463,20836,65786.5,61277.5
13757,11491,20942,7974,12613,57315.1,58298.9
16680,24750,28346,12334,21693,37482.9,33199.4
26945,11859,31665,4233,8989,81057,79435
24636,20924,11343,21067,13933,55330.7,53719.2
25148,1761,20136,3164,12696,63989.2,63222.6
3729,6796,13077,1149,3561,2288.92,-10.6297
19626,17293,14561,12444,20791,44276.2,42749.4
27443,12354,21691,17999,26313,115415,113597
12079,31788,30612,8050,22026,82232.4,83911.3
29273,15640,7692,5900,31269,66650.1,64092
16765,18623,19849,6180,29530,15290.6,14741.3
7894,23158,19723,9697,26318,138708,134473
27176,21605,9407,685,18270,22787.6,23619.9
15240,16196,24214,24450,25800,64334.3,63998.3
3780,11673,23596,19178,31805,66383.8,67070.3
26831,30184,6364,18745,17575,2395.42,-819.02
25657,27043,8182,4219,3806,58356.7,60626.8
17556,28357,13415,25683,10695,27714.3,31455.1
4784,16730,31131,17097,5471,74221,69087.1
18285,22333,2961,573,26228,73250.9,67747.5
6029,1973,5846,19667,14892,57570.7,59436
22494,21123,6292,20690,17274,-2422.55,-3310.89
10570,20150,26955,2736,24064,51382,51848.5
23751,22720,5273,18352,22709,121344,114419
19512,19885,1601,29409,16990,94076.9,97252.2
19067,27218,20085,21125,670,62990.3,62966.9
5225,13304,25833,14316,3917,17973.1,21608.1
21023,16440,24048,27056,230,936.598,-870.394
4177,5531,4881,15072,19019,58182,56092.7
4406,32737,16587,4537,29851,69079.1,62561.7
22757,7016,812,1445,14811,50100,53771.7
28554,2042,16613,17248,22636,26443.5,29866.8
5950,9878,1041,15431,2080,11660.5,15298.7
21459,31985,20260,22871,15368,14631.4,18898
17675,14319,4588,5799,4184,36195.7,34583.2
3022,8000,21788,7650,5041,69624.5,65738.7
21584,13570,20778,4137,28216,77846.3,76780
17047,31431,28541,16886,24429,94846.4,96040
5201,10747,30577,8547,29565,33424.6,31403.8
14476,30138,7636,14473,22923,41202.5,38757.8
25745,29966,31707,6103,26411,87129.5,86967.5
12806,32485,18471,29746,21066,79027.1,77530.5
25675,28830,28430,2614,13128,65995.1,74384.8
20128,26211,6507,10830,28387,69099.9,61606.5
7130,17277,9452,3017,14629,60305.3,64009.1
16620,6389,9709,22077,15446,38395.2,44251.7
28383,2811,13550,12266,14697,45056.9,49580.7
16070,21910,14112,4224,31380,28460.1,25127.4
18730,10407,4964,14012,25721,74642,76341.3
3231,22023,29300,14517,17161,139834,142031
15798,11748,29999,28284,4346,70039.6,69892.8
19071,5730,30489,16065,17810,99616.7,98394.7
1587,14785,8377,285,4471,26829.2,22844.5
14213,15613,3811,22198,22877,47355.7,51581.9
19187,12733,4654,7197,32628,81627.2,78311.1
2355,27419,14502,25646,6989,53353.3,54110.6
9782,7257,15943,12455,24956,114540,114976
17874,18499,14020,15664,22994,72989.5,71754.1
17192,7332,5667,1148,8928,68065.5,68417.8
23961,13619,31429,23006,11862,15933.9,20129.7
6162,12326,2053,73,14153,91594.7,94066.2
5267,4293,20267,28028,28337,38959.3,43394.8
23687,27861,25583,9796,18763,112589,107127
16213,10313,4838,3727,9537,52694.8,51557.3
20376,8959,6259,29771,19094,14324.3,12728.1
28401,7708,17942,20267,3219,99431.5,97958.5
30550,1864,31538,14049,30077,145603,141621
31969,5248,7666,17309,13259,52206.8,51406.7
2594,29482,4568,3761,6887,31627.8,31473
1456,4104,26133,17695,802,107094,108044
31654,28317,25505,12424,17643,77320.5,78606.3
22958,7187,12167,3892,25660,60984.2,62931.2
613,9176,4267,18401,5535,38274.9,37441.9
19704,5412,16940,31197,26656,79889.3,79942.7
10309,9787,5015,28279,10986,60232.8,61350.6
11404,26662,903,22471,29968,54933,59541.7
26500,10221,31568,28545,852,54936,59657.7
1109,25301,7670,14114,24742,129436,124853
18162,26037,26091,7034,13606,68598.7,70537.5
25160,12512,13777,15554,28371,65366.2,64967.2
11111,18182,25349,22948,4195,75272.6,84822.6
27906,8837,30220,23733,3247,21547.2,25700.3
31184,109,29443,30383,19796,90541.4,91887.3
2197,11447,17487,8316,22090,66929.1,65565.2
31819,182,27164,31782,1221,42244.1,35294.2
29283,2063,3238,19069,6358,-5602.27,-5500.15
5663,9597,24870,12940,11300,43874.8,39326.9
17710,15116,24369,18288,7897,76413.5,76636.7
32155,12818,25451,24661,32545,54612.3,53865.8
18641,1403,7808,20949,14940,49822.3,44710.7
16423,23507,23,29215,29051,68722.4,68276
23866,24057,19321,16558,16674,32340.6,32233.5
5119,365,7938,3283,18211,69666.5,65134.2
18075,20460,9216,540,6510,17651.5,21851.2
15477,24220,17376,10390,5600,122331,121436
12528,22376,23481,2957,6635,98273.8,97886.1
22707,21605,6173,19385,2829,74672,74586.6
31562,10711,17047,25745,28070,22652.1,28869.4
10826,15845,29421,24320,10548,107068,108584
20348,32101,17177,11939,30019,69851.3,72499
2075,21536,30810,28925,7309,44992.7,48079
18725,9846,21093,31583,20688,135686,136010
6994,26493,7003,9299,4775,-3876.31,-2661.51
1827,6582,18077,13304,27109,141381,136999
32660,17360,9261,1302,207,53487.3,57402.1
1270,23166,7201,6132,3056,38741.9,35224.1
15506,31774,9103,11182,17896,125436,122290
5539,26793,4262,15991,26845,52288.2,52403.5
7822,11646,17553,30687,26580,101363,99030.8
24588,11789,13113,23704,25217,30098.9,28235.6
1189,5325,2571,23777,8605,3359.72,5060.87
23774,2862,10935,11430,9578,73585.4,76525.9
7897,10502,513,16314,24322,117631,116074
8322,17383,4151,32060,8192,102752,105569
6953,23679,10366,23340,27412,20222.4,24520
16312,38,24954,31895,14629,87428,84067.1
14397,16735,25768,2294,21245,115539,110664
27584,10723,20325,5008,27563,21915.9,20225.2
28020,8702,3611,17989,6968,90105.9,91149
2878,30971,5891,25887,10336,87406.7,91699.6
9039,15389,3541,22900,13494,44701.5,45636
10048,18081,14257,6746,9860,119160,117243
9357,17932,17709,14749,28871,77186.1,79044.8
4106,7538,18261,22599,10962,27031.6,25883.9
20352,18234,16050,19590,21954,20354.1,12874.9
13203,14462,28115,25603,22425,100432,98568.6
28760,10695,6120,19940,31682,63578.1,60965.6
20451,4798,17188,25345,23666,113860,115052
24694,20753,24630,19225,20462,27549.6,25606.5
1445,6603,30638,8307,27272,147032,147308
23568,333,10371,8396,5670,2245.92,2047.56
25513,22999,25818,7709,15009,74014.8,74487.9
18081,3756,89,25620,3090,54796.9,56114.6
25149,24122,29685,17951,17470,106103,103404
8188,11938,28805,9995,32219,109559,115347
32113,22794,17373,9339,4492,99009.5,94119.5
1798,29761,30856,10496,15395,88031.3,83887.7
16329,15769,10768,29281,29185,21512.3,20131.3
9307,2255,31581,19620,1003,118138,116034
10990,9426,10768,17027,15826,59482.5,58979.3
1632,9208,12633,13033,23692,20959.3,20673
4697,24516,22079,5385,30383,133956,129922
10657,13132,28726,10088,1269,36009.2,38265
15377,23527,20377,21204,26211,98973.2,97513.5
27496,5872,14209,13190,4287,56324.4,58838.7
1514,15830,22013,31538,31301,83067.4,87730.5
18918,27041,16137,16313,7906,52749.7,49525.7
29169,10901,8419,31801,4777,114027,113788
27761,1154,5635,13974,28424,125160,120457
27365,27808,6312,3415,24484,124867,124199
18332,25417,1269,13199,22486,65029.2,65196.5
23021,18768,4836,17634,16618,107248,111428
7225,19397,10667,30603,4003,56690.2,57584.3
22760,17501,30815,21671,1169,51079.5,47865
23938,13271,31692,14269,10859,20247.8,19980.4
30992,2694,18848,11985,24814,104909,106041
2556,25426,25020,28522,29454,89525.5,89016.2
19398,6564,24365,7063,12283,130290,126563
982,19293,2287,15222,11034,23743.7,25985.1
11191,19381,5359,20883,22238,64627.9,61102.1
18635,4939,8678,32498,5025,10920.8,20614.4
16074,31647,23653,15799,29314,50072.2,45975.5
24272,31498,16221,12812,15098,37492.5,37657.7
23919,23998,1917,9521,27245,2406.36,423.344
12828,32151,14716,22781,13917,72260.4,73121.2
2625,11131,3661,31431,32053,37277.2,42083.8
19020,8724,26888,18169,31662,138771,137002
32034,14457,11280,29287,17979,124859,124966
30627,14449,9188,4389,20227,113969,113414
1848,16672,1024,24842,12956,104263,102469
14023,26326,27496,33,30874,123605,126654
20851,3466,7438,7189,27511,74531.3,68838.2
22625,32546,1615,29353,2918,75240.5,76344.2
15747,12579,31630,8923,30199,82998.9,76627.6
19341,8251,6995,4694,14678,28656,32239.4
4455,3700,576,13812,15812,54682.5,59666.9
3324,15627,7852,912,23042,77834.8,77245
8191,10233,8294,27519,31942,85232.9,86124.8
561,21339,21516,27678,12646,73034.8,72433.1
25926,31213,14545,7306,2911,51432.1,49771.5
16207,30439,6103,22540,32718,93588.8,90256.2
6938,28270,11767,1850,9866,46866.5,40989.2
12095,26980,26011,15026,16680,36602.3,38849.1
13250,17522,10651,609,13695,43243.9,33038.2
8514,22095,30487,6689,4431,67099.6,70663.3
31121,19287,6803,29350,7883,8862.91,5510.04
11310,444,11869,27976,15375,65906.8,67560.1
24406,28700,4515,9844,23806,33448.1,36092.1
30429,23424,5832,27015,25327,42315.8,45210.8
25465,5765,11924,9537,19804,61997.1,63942.1
5786,1126,29661,31379,10255,131095,129917
22514,26547,16611,10219,14135,-592.722,-72.6338
10136,31066,25174,30670,17550,129065,128414
31618,28923,11203,11078,22747,106951,108498
22704,22691,20195,27784,10841,108119,103868
9430,28929,4937,11017,28463,96731.1,99607.4
10998,8105,18283,1218,7255,25274.5,19812.6
24185,22113,26870,25279,16252,104209,107513
28394,25563,16075,30308,21833,95419.4,96988.4
19133,2665,10237,17252,14073,94358.2,97901.3
25683,30633,4202,7951,13526,52351.3,50864.3
2316,31672,1529,28632,18952,24376.6,21304.3
7934,13499,14361,6380,19357,97692.1,97384.2
12860,18361,6888,22356,27988,61257.1,61321.7
16891,22213,7196,19750,21064,64285.7,59319.4
26578,12112,7088,15479,23842,53160.4,52668.4
5137,32416,16971,6388,27881,81824.6,78234
29289,573,17523,28846,31639,43051.9,41392.7
13180,11168,9898,607,25395,42257.5,37925.1
5516,11768,3195,5898,27850,14484.5,14450.5
5169,18741,30959,19492,32585,84856.9,83920.6
9153,28694,17293,11955,20431,4785.69,9652.02
19262,26967,6092,1121,24631,3004.22,5180.63
2982,8566,22746,17569,5669,22386.7,24961.6
17155,30808,1014,32759,2646,5889.67,4216.81
8004,30411,22001,19780,5928,76424.5,71732.8
8018,13574,2624,9408,12068,14455.6,12378.2
18690,15416,7251,6717,9084,47769.3,48200.4
9658,4163,23368,32517,22363,81098.3,82928.8
19940,19742,17062,30041,7306,8135.43,8133.01
15753,22922,127,29414,7501,23676.3,17041.9
13047,9801,5778,29033,32387,103454,102629
23625,23018,27034,30852,19145,50864.3,46192.7
27678,16417,23240,19122,28549,84806.8,87352.5
18118,17798,31405,18996,17693,76543,80575.3
13461,12167,25808,3080,21724,20220.7,19416.3
17370,19360,25213,19978,2794,28931.3,29319.5
26086,12169,21639,27341,14192,8437.78,9308.8
1429,6058,25039,24682,29417,90256.5,88929.2
24620,31508,20342,15214,29404,50491.5,50074.1
30335,23039,24504,2965,10195,62396.7,62103.3
11977,5443,1133,20760,22221,74984.2,75205
5117,32048,31809,14405,23813,99124.7,99551.4
5901,6155,20483,24243,6286,56388,55976.7
23592,5382,6616,3534,14493,11113,9803.97
14927,11335,14566,21609,17137,37348.8,37685
25748,26280,24423,7272,17179,38082.4,41354
31632,15221,13099,3140,19703,115831,116244
16598,13701,20486,6794,8661,106150,99655.9
30880,2730,15355,12715,13283,58327.6,52334
17106,22262,4771,1661,18617,-10308.7,-8996.91
12631,3964,31554,31420,29594,120125,123317
9231,32439,13082,28562,31026,76477.6,75041.3
31592,17144,16222,22491,4226,31417.2,33714.3
7848,20634,22409,5789,7978,105296,102910
12242,19423,26330,31987,10300,100750,96823.1
13714,6190,26606,2982,14982,129468,129892
9981,24769,13997,26932,15083,26271,29030.3
14161,9520,19279,32495,21128,72555.5,69753.9
11012,2983,16297,9558,9449,63310,63759.1
13133,17397,29941,13757,16888,74992.8,77436.8
5056,21618,25584,9639,8474,111813,109521
31081,11064,21896,1933,19984,16541.4,20424.4
22150,5145,21933,25718,13880,71127.4,71338.1
7309,5361,12045,1680,16241,23473.3,25595.4
961,8807,6757,12943,13776,48130.7,46389.3
9277,7704,6163,3756,27573,85771.8,84075.2
1738,236,19092,14052,460,37282.2,36485.5
28277,2441,31122,30807,5973,8116.07,10007.7
4263,26942,31614,29604,13750,74007.8,71949.9
2658,11360,21583,10493,8953,28630.7,29075.3
29858,2493,4438,13885,8989,68811.4,63759.3
23986,11912,28085,16595,25716,81840.8,80075.9
30160,4975,12840,26925,23745,45740.1,46228.2
395,30799,31121,17999,11001,93972,93806.9
9986,21696,17958,8578,25206,106947,103613
16750,11840,15629,31118,3905,710.821,1750.6
6838,18459,28751,18298,28630,151292,153279
21909,3732,20696,32375,9159,109639,111869
18178,2745,17033,12460,2623,-1442.17,-4069.05
9091,28656,25452,23135,11842,54903.4,53573.2
16787,28451,12959,15251,16047,43087.8,47294.1
21220,5974,31168,27250,6910,85980.2,86873.4
25128,8236,4549,18301,7805,45287.5,35152.8
10738,11113,31732,2609,9161,61075.8,62790.1
32325,23674,3726,4395,510,10684.2,5889.28
15347,17783,11446,11721,32657,72626.8,69375.2
24293,2002,10621,23450,31384,23602.9,27474.6
19860,5357,19819,18950,11490,60817.3,60960.8
22900,30397,3736,11736,14801,40812.7,40188.3
15911,18453,30315,5173,22756,129428,126161
10078,16972,2715,8663,6493,104099,101025
4623,1368,25036,32312,21901,72200.1,68372.2
17395,27905,24778,5511,28726,65221,64423.8
14821,16979,24716,26501,21791,122567,124754
20078,32540,11887,22226,2884,74350,74332.6
13069,17027,15647,23040,1582,73506,70446.8
15973,20460,23427,27691,1057,8495.89,5857.87
29156,3416,15280,25022,703,80781.8,81946.9
13034,17105,25623,14020,24308,89391.5,87865.2
31402,19430,1932,12602,7746,48304.1,43008.7
22818,8712,7287,10422,24715,71057.5,69651.1
30150,18582,32403,24451,18799,63004.2,64226.7
25892,18051,543,30869,6,82430.6,82365.2
13612,20350,16043,13415,20565,77387.5,76075.4
28761,13141,17909,27978,17372,93679.5,95843.5
23523,31821,28290,14004,30231,93939.3,90721.8
21171,1152,4202,24623,20487,103685,102081
30199,10991,16927,6900,13105,83950.3,81332.3
18552,23583,7787,14513,31627,28985.2,34561
7781,21072,1304,21850,28212,30071.3,29392.2
31859,9797,20049,15381,32193,78189.6,80220.7
8640,7403,20325,32700,15449,91950.7,92236.4
28361,27407,5672,25868,14341,82878.8,86311.3
12187,10503,18216,3268,24168,124105,119309
15048,18353,14602,25141,24252,74909.8,78279
29186,2771,16614,29641,6070,59781,57498
607,23173,30562,10185,23757,95221.2,96599.7
6536,1206,251,11499,30802,105202,104550
21544,17269,30285,32764,20224,102321,97886.7
26031,32412,9300,2912,4241,39225.9,38178.7
18737,8486,17529,1753,28898,90766.1,87963.7
15547,8958,7100,21532,5024,37599.3,38152.9
27097,31952,18227,20904,23326,32898,37955.7
21289,16629,31796,26941,32706,143099,146639
13701,12722,2171,30495,4967,103072,101554
612,13475,49,5847,18019,52641.8,53221.4
32504,23162,26463,5347,14447,95157.7,92737.6
3954,13224,16568,3099,29480,72433,71854.9
16273,32282,7657,6188,6270,18263.8,26894.6
5541,397,15021,25586,18595,71145.3,62996.8
7612,26335,31841,19086,20380,136395,133092
24223,20543,29649,25209,602,60818,66398.3
14173,4559,12217,16683,12917,10525.9,9847.37
30758,31506,21571,18692,14133,38871.1,37175.3
24314,18830,31063,7132,23903,86959.8,84100.7
8596,28393,23682,26777,1181,56421.7,56725
29420,5981,30877,21272,19238,51324.2,57393.3
1517,115,5437,31486,2506,76839.3,79507
22506,3570,6871,30368,28042,18873,18283.8
29931,14748,15736,21706,7190,71265.1,72524
31900,23865,1155,1078,29081,60285.1,60005
15470,22949,9421,18203,20553,63292.3,63161.4
12841,27456,24330,13544,13382,94847.6,88957.9
13622,28540,6872,5608,19009,107027,106573
9676,11736,30814,6336,32748,98558,94128.8
22751,11346,14852,20476,2912,55176.7,58759
29183,433,7707,25548,2462,103758,105575
7271,23677,25433,10273,418,30754.2,31737.1
8637,3842,9252,15583,23925,68496.5,69134.1
8654,28449,20993,15117,13398,107330,106137
12003,16626,9936,32129,2877,57512.9,59793.6
27789,10565,4243,1019,26812,97434.5,93629.6
3260,15462,25369,29661,295,76544.4,76301.6
28662,7987,8043,12843,18468,61528,65683.5
16957,27610,887,10931,10356,46141,40852
23490,26453,4759,11156,16960,66744.2,59089.5
894,29039,3660,20634,6195,-21002.3,-15385.2
19024,15343,10017,23945,27076,70857.3,65177.2
12396,27996,19205,24338,7296,651.639,82.7354
13666,32104,6848,6698,11912,112246,112876
11980,22103,1376,27452,29936,73743.5,76645.2
10598,19712,15921,14801,28617,12163.2,11646.3
20489,29373,8826,25899,6923,63788.9,62189.2
25727,22556,6602,6620,14916,-2876.95,-5138.51
26465,9338,4493,18475,10750,9132.76,5909.23
13805,30364,23816,28296,28977,95556.4,92945.9
29547,32519,21128,11642,13041,131264,126223
23442,721,1314,17328,28276,83907.7,85302.5
22033,21998,9959,9278,30119,95800.2,98228.3
5779,24584,31721,2228,9593,132671,134176
6252,27582,5493,29886,11078,12294.8,9547.07
3443,3280,14206,11734,21911,58236.3,59126.7
13356,29778,18399,23088,24966,74108.1,70640.2
8470,28762,27810,15809,11248,23151.2,21767.7
25196,2770,318,5517,24214,55348.1,55786.1
27532,24237,174,3116,10786,33520,38655.9
4131,23268,3848,21846,14956,-193.058,-2370.83
663,9599,25978,6818,3661,51367.8,50840.8
25236,24022,12798,6441,22636,61793.6,59805.2
7498,25583,14514,18178,8757,89756.8,86970.6
14953,32727,8988,17813,17536,11294.8,11198.6
13103,2430,12655,17205,4741,-6311.27,-7096.84
29277,5745,6288,23443,14614,36162.5,33330.9
25814,11503,27150,19488,3210,43548.1,45603.2
16029,6371,6463,2190,20390,-4610.08,-8283
18625,2555,14751,9706,12247,74038.2,76743.1
9297,21522,4465,22239,9128,35858,32478.7
25859,27902,26459,7687,12974,87586.7,87297.5
3303,12062,2436,31773,4131,54777.5,56037.5
32015,13824,23556,18341,15146,120903,122709
3857,21225,10216,27079,14912,46482.2,45379.7
15495,30924,24607,25973,13429,88879.2,86659.3
14240,30220,22959,11779,24448,35736,36654.2
31504,9720,17253,3041,7833,24706.2,23162.3
30361,19,10602,11651,27786,60609.9,62133
10863,10502,18655,2348,20648,107634,111427
26935,31219,570,7391,18861,30866.7,32929.5
18305,4605,13449,7447,12365,46673.7,46062.1
6080,10005,27961,11993,7300,64601.1,62972.1
12238,17726,10867,4085,20226,124526,126414
30288,31089,20892,32356,2663,104703,105669
22716,23125,1199,22878,31883,120380,122222
6660,11404,29772,7793,23940,24066.9,21848.3
25270,23313,11418,20704,32604,51175.1,51914.4
12335,32338,29126,16071,24284,51346.3,53740.2
12742,1592,11580,26453,5903,46393.3,43044.3
27525,2596,17780,19564,20856,77379.4,72555.9
26218,9605,28623,13775,549,40642.4,43827.2
23382,2460,13294,11639,20365,74471.6,69016
5293,31957,12468,22334,18329,25513.7,23533.5
2896,32711,10685,822,26733,68399.4,67640.5
15570,26801,2652,5171,19989,64552.4,63883
28266,26348,26257,2833,22133,77051.9,74516.7
8209,31893,17645,29805,9670,58584,56981.7
1503,11800,11539,5529,1620,25529,24650.8
25904,26017,15534,24599,10019,129389,125920
32092,31494,14773,27796,1385,78230.2,72485.9
27649,5279,30336,10977,30754,68571.7,72230.3
10206,3617,1832,13331,21250,49129.3,46056.4
31762,19066,12521,15707,31413,67748.6,69779.7
29894,8616,30060,10194,4288,84625.8,85673.3
31242,9373,14720,9522,27260,86085.8,85792.9
11056,31305,20626,23914,14454,50711.8,54529.7
20617,17114,22972,13123,21783,66235.3,65282
2452,28321,1695,15655,25140,38286.9,42191
3211,9918,7023,1707,28539,79745.7,78738
25139,15497,10297,32382,21344,88562.2,92040.3
8857,3203,17527,1585,25647,26803.8,22865.6
229,26144,9738,29295,6153,8619.39,7968.88
14668,18429,2671,26041,24943,86923.8,90197.1
9537,21984,11505,5471,23007,45279.4,44872
32497,13369,29276,31663,15216,98739.9,101690
13361,79,7555,4914,5230,104746,101065
19279,4770,26038,27268,13929,81981.2,78040.7
1656,29445,28516,27553,15499,15062.5,21893.7
27612,24297,3380,3249,19725,40400.1,44128.5
30125,3104,28545,2595,289,15379.3,15815.9
18406,12039,19269,13789,23439,109554,109234
4028,16989,16436,15341,1460,91395.5,92059.5
23417,17164,2851,18970,19569,59465.6,58383.5
14572,17768,25818,18378,27479,74826.8,77931.3
11015,32413,22234,29785,2986,47252.4,40531.6
3834,7981,32351,22233,15082,89001.8,92392.9
5928,13900,5566,30589,28140,11851.4,12916
9160,12843,17612,10877,23515,7918.5,12513
11998,5423,17956,16828,13571,66784.8,64031.6
13488,17937,18915,6906,17599,5829.19,7233.53
6213,29541,18523,8231,14255,79529.5,75920.1
27521,6967,15168,23445,3958,51061.9,49159.3
12961,21606,13878,16536,17005,101569,101455
2219,1710,16035,21560,8393,40722.5,44468.6
537,31823,6569,10843,22523,46671.2,47795.4
8741,13301,12620,21984,13200,43963.4,44729.8
5289,11663,28223,2615,23460,82986.2,87338.9
30992,9892,7050,22114,25067,99378.8,97135.5
12558,15515,1153,11485,13462,92041.5,91862.8
22576,17789,7159,2386,19222,61269.8,64102.4
5055,19866,27513,23224,28886,148335,149286
1951,27080,31216,26372,17110,89706.5,87514.1
4900,20508,17404,2738,10112,23659,26222.9
13941,28906,1346,20481,8092,74899.4,71577.1
2996,14179,8800,7542,9599,61504,58794.6
22837,29585,31034,19062,20171,78076.5,84654.3
15778,4552,14022,6439,7397,41131,43636.9
29757,23789,21349,10321,25284,71735.5,75267.3
8501,4150,10534,15791,28283,38694,38939
11152,30160,710,2101,25764,61734.7,52925
29710,22238,15796,21521,1619,-15646.3,-14879.7
19886,25254,4695,26733,25567,86027.6,92032.9
12510,8846,16228,24418,30552,66277.6,63147.4
30040,24741,2566,14967,6164,-23071.7,-19835.7
5215,31306,10642,25684,22318,29445,26404.2
24175,3503,17297,24311,32210,63538.3,65779.7
5518,23326,26387,25721,8938,26460.8,24874.5
13403,1967,27884,31995,13611,97116.2,89614.2
7282,7238,3135,31912,32353,95473.5,90867.2
1163,890,30741,5376,8508,81521.7,81255.3
6652,17427,698,25129,15138,39497.2,37105.8
11800,28803,22663,20255,27166,91507.1,88866.7
15548,14914,252,20632,4439,68030.2,66107.4
12181,9694,14506,9531,7895,63243.2,58661.5
10632,17049,11498,27288,9248,55606.7,50761.7
9857,15969,21996,32054,23366,78337.5,81105.7
11328,775,16386,10700,7210,54905.8,52334.9
16394,1261,107,23663,5661,6448.52,9032.49
5204,6813,15592,20158,9864,18354.7,14906.7
20730,28451,25432,25881,9575,48275,49350.2
12736,2840,4436,24458,19227,17378.4,13865.4
23292,29706,19841,5932,11309,52037.5,50198.8
31379,31955,11435,15502,9491,38506.4,40298
32678,23927,15765,10748,4659,61381.2,65534.9
5688,17754,29396,13432,24899,121778,125785
21997,22073,3116,4287,28397,115340,114947
13090,8952,21510,23894,20839,30819.1,31237.4
21732,15438,15771,11140,784,5522.12,1800.72
29833,25589,1434,24228,12426,91341.7,88263
7930,30134,24585,5992,2161,58870.7,57320.5
16726,15962,11559,22629,13353,59691.8,56793.7
31509,32661,28280,21527,22039,19624.3,19239.9
6771,1402,5761,15815,1749,32686,30887.7
17722,31434,3985,22988,9884,79439.9,84536.8
